group_id,entity_name,entity_value,filename
529606,item_weight,567.0 gram,71KFQ3qt4gL.jpg
752266,wattage,60.0 watt,71Oo4M3ApxL.jpg
916768,item_volume,25.0 millilitre,61lE-I9cVuL.jpg
893692,item_weight,2.4 kilogram,71+FvzD14RL.jpg
120569,item_weight,25 kilogram,414maJ3RUML.jpg
564709,item_weight,50.0 kilogram,7158CO+v3kL.jpg
593600,item_weight,263.0 gram,71NoP+8HnqS.jpg
507988,item_weight,250.0 gram,51K0v0zo-wL.jpg
507988,item_weight,250.0 gram,51H6vfyBqML.jpg
459516,item_weight,200 gram,81gzy3-ZlML.jpg
599772,item_weight,1.8 kilogram,71mKPQGo8wL.jpg
601746,item_weight,800.0 gram,81puuiKhs5L.jpg
630869,item_weight,24.8 gram,61CLKFwJa4L.jpg
483370,item_weight,4.0 kilogram,615v9WaUIuL.jpg
208023,item_weight,3.59 kilogram,61HisZt9hcL.jpg
983323,voltage,12.0 volt,81JGAcnf39L.jpg
299791,item_weight,7 gram,31o8WywVeTL.jpg
299791,item_weight,9.8 gram,61Ik5NY4ExL.jpg
523149,item_weight,3.8 gram,71PGzqxh-EL.jpg
844474,item_weight,0.45 kilogram,71uqF3qqsuL.jpg
179080,item_weight,70.5 pound,61vdMgkasML.jpg
271537,voltage,12.0 volt,81xeFGugw6L.jpg
271537,voltage,12.0 volt,71Ye12U8zRL.jpg
271537,voltage,12.0 volt,61UjKZyijBL.jpg
271537,voltage,12.0 volt,61v1IQDiIbL.jpg
589105,item_weight,1.87 pound,71WffHaS-QL.jpg
748919,item_weight,125.0 gram,61mLRVKOr3L.jpg
523149,item_weight,21.0 gram,619W5ruX5xL.jpg
630869,item_weight,30.0 gram,51YZWIRgY0L.jpg
459516,item_volume,0.7 millilitre,7185b+0uzML.jpg
459516,item_weight,679.0 milligram,7185b+0uzML.jpg
881883,item_weight,500.0 gram,8146TN-qDgL.jpg
120569,item_weight,15.0 kilogram,71bA7Tj2y5L.jpg
641642,wattage,8.0 watt,51ZpARXmu+L.jpg
311997,item_weight,175.0 kilogram,81ZyvlRczjL.jpg
311997,item_weight,175.0 kilogram,81zuZujBfyL.jpg
281678,item_weight,1.0 gram,71mi7h+tZmL.jpg
318770,wattage,100.0 watt,71A7RiB2IIS.jpg
318770,wattage,100.0 watt,61UkMSPhLSS.jpg
318770,wattage,100.0 watt,616QEdZeLGL.jpg
318770,wattage,100.0 watt,61nvPvyO7kL.jpg
241608,item_weight,460.0 gram,71ihnkVAoCL.jpg
955292,wattage,3.0 watt,51WaQdTFyhL.jpg
767202,item_weight,23.0 kilogram,71k9HXFp5VL.jpg
369753,item_volume,3.0 millilitre,81hbfdu3UaL.jpg
365637,item_weight,300.0 gram,815pYcvCCeL.jpg
810266,item_weight,100.0 gram,615roHaokEL.jpg
639090,item_weight,22.0 gram,71JXfZLNJjL.jpg
731432,item_weight,3.0 gram,71yQq9I3yzL.jpg
731432,item_weight,3.0 gram,718M5ODio0L.jpg
731432,item_weight,3.0 gram,61lpwH0qHbL.jpg
731432,item_weight,2.0 ton,712sZRVe98L.jpg
150913,maximum_weight_recommendation,15 kilogram,71d+dz7ogkL.jpg
630869,item_weight,14.8 gram,51WSQa1ygML.jpg
675317,item_weight,4.4 pound,71QR6ELoPnL.jpg
675317,item_weight,4.4 pound,71cO37WLcCL.jpg
801829,maximum_weight_recommendation,350 pound,71k0T1lkazL.jpg
275506,item_weight,4.5 gram,61qfHDESRQL.jpg
275506,item_weight,4.5 gram,61QC4Kt6FgL.jpg
281678,item_volume,1977.0 decilitre,81+ZDpWM6aL.jpg
801829,item_weight,120.0 gram,711unoPoAUL.jpg
281678,item_volume,100.0 millilitre,91yjUjUz1PL.jpg
281678,item_volume,100.0 millilitre,61iyjkBOWwL.jpg
281678,item_volume,100.0 millilitre,81bWfMuySqL.jpg
297918,item_weight,40.0 gram,81cNMlJ3rUL.jpg
297918,item_weight,0.0 gram,71V8xeIdY8L.jpg
297918,item_weight,40.0 gram,81QVNxEt5jL.jpg
416664,item_weight,60.0 gram,61rzdBIml6S.jpg
416664,item_weight,60.0 gram,71XLo+kfY4S.jpg
308856,item_weight,390 gram,61GnRPsq7eS.jpg
801829,maximum_weight_recommendation,120 kilogram,81OX3LrynvL.jpg
953031,item_weight,5.0 gram,71CgwBBpm2L.jpg
953031,item_weight,5.0 gram,61uEVvHFcnL.jpg
993359,item_weight,100 gram,51-GFfHUt5L.jpg
281678,item_weight,100.0 gram,71wManz+q7L.jpg
281678,item_weight,100.0 gram,71rBE9Nt9sL.jpg
523149,item_weight,2.6 gram,61NpAba1eLL.jpg
387046,item_weight,7.9 kilogram,81GfAC59d9L.jpg
433914,item_weight,150.0 kilogram,71BkkuPYJFL.jpg
601746,item_weight,0.9 kilogram,61k7TzX5kYL.jpg
922709,voltage,7.0 volt,81hGUpAFNJL.jpg
558374,item_weight,2.82 ounce,81BxHI-QPIL.jpg
558374,item_weight,16.0 gram,71WaRSgdUyL.jpg
884560,item_weight,132.0 gram,61cEFL6Y49L.jpg
281678,item_weight,77.0 gram,817S4LJR21L.jpg
281678,item_weight,77.0 gram,81V9hFKQT4L.jpg
957185,item_weight,100.0 gram,81i7biHKFUL.jpg
654649,item_weight,100.0 gram,9146CDDyS1L.jpg
375816,item_weight,25 gram,61zbBwJJ86L.jpg
375816,item_weight,25 gram,61g2MIPw-SL.jpg
375816,item_weight,25 gram,61rViW3qEDL.jpg
529606,item_weight,150 gram,41fYovCueJL.jpg
529606,item_weight,150 gram,61dL1hqmPTL.jpg
529606,item_weight,150 gram,61ErAvSUnML.jpg
529606,item_weight,150 gram,41J6cTfYEJL.jpg
529606,item_weight,150 gram,51FHIAeaWpL.jpg
529606,item_weight,150 gram,51egZNPkbmL.jpg
459516,item_weight,200 gram,61ptgk7Z6NL.jpg
483370,item_weight,2460.0 gram,61mR0nvTi2L.jpg
178958,maximum_weight_recommendation,7 kilogram,71kKyflqh-L.jpg
654649,item_weight,6.0 ton,81jraWFAHEL.jpg
416664,item_weight,2.5 kilogram,61q8BFKyG5L.jpg
752266,wattage,60.0 watt,711pKODV8fL.jpg
746096,wattage,21.6 watt,818ZG7g9hHL.jpg
746096,voltage,240.0 volt,818ZG7g9hHL.jpg
749917,item_weight,1300.0 gram,719SXCcE+yL.jpg
271537,voltage,120.0 volt,71KGqjaeU3L.jpg
529606,item_weight,22.0 gram,81pIxwIlH1L.jpg
529606,item_weight,22.0 gram,81dTA+JL8hL.jpg
529606,item_weight,22.0 gram,91YXnPoBr9L.jpg
483370,item_weight,2022.0 gram,61ssSqT8LBL.jpg
932012,item_weight,220.0 gram,71rMtEbiU2L.jpg
932012,item_weight,220.0 gram,71DngBpcvfL.jpg
396159,item_weight,240.0 gram,81eYKrxwPeL.jpg
477578,item_weight,47.0 gram,41yG6r50SGL.jpg
731432,item_weight,11 pound,61CKA8YZZQL.jpg
731432,item_weight,5 kilogram,71GGzJw4lJL.jpg
731432,item_weight,6.6 pound,71s4ixwJ35L.jpg
731432,item_weight,3 kilogram,61oJbgINwyL.jpg
731432,item_weight,6.6 pound,71xNXOBXbeL.jpg
731432,item_weight,5 kilogram,81ILq5SlokL.jpg
731432,item_weight,3 kilogram,61qBC3QCpKL.jpg
308671,item_weight,9 gram,41jz25vrqpL.jpg
917343,item_weight,18.0 ounce,81fRIl3bhHL.jpg
359859,item_weight,0.13 pound,61ZcOamhAXL.jpg
273748,item_weight,0.41 kilogram,6179WU7pPnL.jpg
563130,item_weight,2.0 pound,711UcLF1AOL.jpg
563130,item_weight,2.0 pound,71bEyocs6cL.jpg
479564,item_weight,38.0 gram,81P0F4kSO5L.jpg
254449,item_weight,50.0 gram,61xt0+F24LL.jpg
254449,item_weight,50.0 gram,41o+Ah16aOL.jpg
254449,item_weight,500.0 milligram,61t+5wQl08L.jpg
254449,item_weight,50.0 gram,61jznP3TP-L.jpg
254449,item_weight,76.0 ounce,41UtmzUICML.jpg
639090,item_weight,150.0 gram,71N+e+6NXUL.jpg
639090,item_weight,13.0 gram,71wSp5zkmOL.jpg
639090,item_weight,150.0 gram,61dRC9mLuLL.jpg
675317,item_weight,2.1 pound,718Y1zul73L.jpg
844474,item_weight,0.0 pound,61HmWvlaCgS.jpg
625310,item_weight,40.0 gram,61hmMEg2+JL.jpg
299791,item_weight,30.0 gram,717jdsjET2S.jpg
334327,item_weight,1.43 pound,71UctMVz2wL.jpg
601746,item_weight,200.0 kilogram,71Y2sN5CZ2L.jpg
844474,item_weight,260.0 gram,71TIH9xp14L.jpg
318770,wattage,20.0 watt,51MfQdcFO4L.jpg
523149,item_weight,4.0 gram,61IZwm4favL.jpg
564709,item_weight,23.0 kilogram,71Cpa4ITxCL.jpg
564709,item_weight,0.0 ounce,71XKEn+9WSL.jpg
120219,maximum_weight_recommendation,12.0 ounce,71Yl8r0WgHL.jpg
630869,item_weight,34.5 gram,71VHlwzHsIL.jpg
507988,item_weight,60.0 gram,81aU1hA-LKL.jpg
529606,item_weight,4.0 pound,911ddalhbYL.jpg
275506,item_weight,32.0 gram,71CPTuB3GzL.jpg
275506,item_weight,32.0 gram,61ZR+zqTeFL.jpg
810266,item_weight,13.5 ounce,71IqOdJNJ0L.jpg
932012,item_weight,7.0 ounce,812RLyHuZgL.jpg
523149,item_weight,15.9 gram,61nQgfAzcjL.jpg
299791,item_weight,35.3 gram,51LXZCTnMuL.jpg
308856,item_weight,10 kilogram,71PKpcLG-3L.jpg
308856,item_weight,10 kilogram,71om5sNcHSL.jpg
993359,item_weight,200 gram,51iLFnog-TL.jpg
731432,item_weight,100 gram,71ZTyrP+83L.jpg
639090,item_weight,315.0 gram,71IXiyI6MgL.jpg
299791,item_weight,22.0 gram,71as9Ior9hL.jpg
965518,voltage,18.0 volt,71MG6eEeFZS.jpg
523149,item_weight,4.0 gram,81uaGW5FXGL.jpg
449021,item_weight,8.0 ounce,81flV4kwOwL.jpg
271537,voltage,240.0 volt,51xK4g4F03S.jpg
271537,voltage,12.0 volt,51R15QuIuyL.jpg
271537,voltage,12.0 volt,51vgDwEY7xL.jpg
881883,item_weight,13.0 ton,91zZGVgZh+L.jpg
211213,wattage,1000.0 watt,81-qTUhd0eL.jpg
211213,wattage,800.0 watt,81MuNrz5V4L.jpg
523149,item_weight,4.4 gram,51PKOVajYoL.jpg
630390,item_weight,750 gram,71FO3i3r+US.jpg
630390,item_weight,750 gram,71r5a-F3-BS.jpg
375816,item_weight,123.0 gram,81mBfsyl+DL.jpg
375816,item_weight,123.0 gram,714cnffNW3L.jpg
375816,item_weight,123.0 gram,81DMfLssTwL.jpg
375816,item_weight,123.0 gram,81M9xG3reDL.jpg
375816,item_weight,123.0 gram,71BqZJVE4kL.jpg
375816,item_weight,8.0 ounce,81L5qqZU1NL.jpg
375816,item_weight,123.0 gram,717z1HKi8oL.jpg
750220,item_weight,200 gram,71J+30S5EDL.jpg
299791,item_weight,56 gram,71A2oqx3rmL.jpg
489118,item_weight,320.0 gram,91-tHcMlZzL.jpg
489118,item_weight,320.0 gram,71NFYx8fBXL.jpg
844474,item_weight,0.88 pound,61vlGd51PeL.jpg
563130,item_weight,8.0 gram,61ZBhPKQ2xL.jpg
179080,voltage,36.0 volt,51zeZBf-HcL.jpg
459516,item_weight,1440 milligram,616boDUl2HL.jpg
299791,item_weight,1.6 gram,61Q-ggen5XL.jpg
281678,item_weight,1.2 gram,8190fwx-OdL.jpg
866516,item_weight,14.0 gram,41CKvM8JV7L.jpg
916768,item_weight,590.0 gram,71THO4WNG-L.jpg
442321,item_weight,100.0 kilogram,71J-AA3BW3L.jpg
589105,item_weight,50.0 ton,81PcR51hbUL.jpg
978900,item_weight,276.0 gram,717XYkhGpKL.jpg
459516,item_weight,400.0 milligram,61ezcEdeQcL.jpg
459516,item_weight,90.0 gram,61gjCs2yeCL.jpg
752266,wattage,24.0 watt,51E+rGvwO0L.jpg
132401,item_weight,165.0 pound,71iifNw7WkL.jpg
459516,item_volume,2007.0 gallon,51YdPlXffPL.jpg
459516,item_volume,2006.0 gallon,51eGoOSfx4L.jpg
459516,item_volume,2007.0 gallon,61Fxk72idwL.jpg
523149,item_weight,2.5 gram,61cNUSZr+EL.jpg
483370,item_weight,100.0 gram,41egkCDTTML.jpg
459516,item_weight,3.52 ounce,6183amP6LdL.jpg
459516,item_weight,100 gram,61NpoOFjk6L.jpg
459516,item_weight,3.52 ounce,61DnguuYwbL.jpg
459516,item_weight,100 gram,71khUZBj+4L.jpg
226504,item_weight,10.5 kilogram,715DgMR-hkL.jpg
446789,maximum_weight_recommendation,300 kilogram,81xqMNmhEpL.jpg
308856,item_weight,70 gram,51En0fgN73L.jpg
308856,item_weight,70 gram,81CYds5q79L.jpg
308856,item_weight,70 gram,81ssfOL5b-L.jpg
993359,item_weight,3.52 ounce,61E9-xj8ciL.jpg
993359,item_weight,100 gram,617Jckaf62L.jpg
375816,item_weight,200 gram,71RjWH103nS.jpg
375816,item_weight,200 gram,51Ak7GKuiLL.jpg
529606,item_weight,0 gram,71BTB4+8bWL.jpg
529606,item_weight,0 gram,717izgnf0qL.jpg
731432,item_weight,60 gram,918PpLvmRHL.jpg
523149,item_weight,11.7 gram,71KQtc1rA6L.jpg
523149,item_weight,11.7 gram,71DwqzSrFCL.jpg
881883,item_weight,120.0 gram,61BmXdBPeAL.jpg
752266,item_weight,0.51 kilogram,61EZUdXT3vL.jpg
752266,wattage,72.0 watt,41-GUSWgzWL.jpg
373285,item_volume,200.0 millilitre,41zNB8ZshmL.jpg
523149,item_weight,7.5 gram,611UdEWakYL.jpg
564709,item_weight,120.0 kilogram,71xH9zWYDXL.jpg
225091,item_weight,4.0 kilogram,81yGnWN1gpL.jpg
225091,item_weight,4.0 kilogram,71iJwszcKmL.jpg
396159,item_weight,2.0 gram,814zl+0TMJL.jpg
752266,wattage,54.0 watt,41fX-OWziML.jpg
192132,item_weight,400.0 gram,71uSbcePMFL.jpg
750220,item_weight,100.0 gram,4147dGptveL.jpg
271537,voltage,12.0 volt,616vBbocrvL.jpg
271537,voltage,12.0 volt,814BwteCiwL.jpg
731432,item_weight,271.0 gram,81k08BRlQdL.jpg
731432,item_weight,20.0 gram,51ZPy1PgAnL.jpg
731432,item_weight,271.0 gram,81cXf6HnPWL.jpg
249638,item_weight,35.0 gram,716Gw2+1EzL.jpg
299791,item_weight,154 pound,71JCDu6h05S.jpg
529606,item_weight,2601 pound,71oiYZsDN2L.jpg
630869,item_weight,14.5 gram,718QeeH3QyL.jpg
486636,item_weight,565.0 gram,81xiCm7XYWL.jpg
252782,item_weight,240.0 gram,71qMt6EnwlL.jpg
731432,item_weight,300.0 milligram,612WwnwSEzL.jpg
731432,item_weight,300.0 milligram,61MGk3PsxcL.jpg
639090,item_weight,3.5 ounce,61e7EW6lRvL.jpg
801829,maximum_weight_recommendation,440.0 pound,7104ARm7I-L.jpg
630869,item_weight,32.0 gram,71V3-MUsc6L.jpg
630869,item_weight,32.0 gram,71Eszh9j23L.jpg
639090,item_weight,454.0 gram,71guQr5cqaL.jpg
639090,item_weight,1.0 ounce,71cmBtqE8NL.jpg
639090,item_weight,454.0 gram,71C4XXPcZ3L.jpg
120219,maximum_weight_recommendation,6.0 ton,61L4wjI4YEL.jpg
375816,item_weight,96.0 gram,410gyMVw-UL.jpg
917343,item_weight,900.0 gram,81ZWxc+sUML.jpg
318770,wattage,66.0 watt,71dl7T4AWKL.jpg
523149,item_weight,24.0 gram,61DHSHAPVLL.jpg
252782,item_weight,2.0 kilogram,71u9qpY7TtL.jpg
993359,item_weight,500.0 gram,81TYV2TkiGL.jpg
386873,item_weight,423.0 gram,71c-++zgVxL.jpg
442321,item_weight,70.0 kilogram,71c0GP5KuPL.jpg
730429,item_weight,143.0 gram,51KGPCaOwyL.jpg
630869,item_weight,0.45 ounce,71ws-E5lBtL.jpg
750220,item_weight,44115.0 ton,51DnP-sc-YL.jpg
281678,item_volume,1.0 litre,61sYpkCc8gL.jpg
179080,voltage,36.0 volt,71LlzAFiptL.jpg
179080,voltage,36.0 volt,71pvXAM5PWL.jpg
179080,wattage,250.0 watt,71pvXAM5PWL.jpg
459516,item_weight,100.0 gram,811zQczlePL.jpg
459516,item_weight,100.0 gram,81cjPJpZ3-L.jpg
318770,wattage,20.0 watt,616k4sH4pZL.jpg
523149,item_weight,10.7 gram,51+N63vjwWL.jpg
449021,item_weight,10.0 ounce,71w+ZJKvGML.jpg
329793,item_weight,130.0 gram,51ewovtbRtL.jpg
375816,item_weight,1.8 ounce,819v28pzDoL.jpg
375816,item_weight,1.8 ounce,81yidnjAQ+L.jpg
630869,item_weight,15 gram,71D81Xct+vL.jpg
459516,item_weight,600 milligram,7107fyOBRRL.jpg
969033,maximum_weight_recommendation,15 pound,71ubk42imPL.jpg
630869,item_weight,5.3 gram,41wv12SiMUS.jpg
281678,item_weight,250 gram,719tUNMxONL.jpg
150913,item_weight,12.3 kilogram,616AZ2LXWAL.jpg
993359,item_weight,50 gram,51xoa3bRhDL.jpg
523149,item_weight,18.0 gram,61AqXby8G4L.jpg
487566,item_weight,14.5 kilogram,71-9z6AVvPL.jpg
750220,item_weight,63 gram,81gL5mNlN8L.jpg
523149,item_weight,8.7 gram,71EhZZVhi2L.jpg
746096,voltage,24.0 volt,81cYIj47SPL.jpg
281678,item_weight,100 gram,91rFLNmJC4L.jpg
523149,item_weight,4.8 gram,61fUGb1nYML.jpg
767202,item_weight,450.0 kilogram,61o8MpHHsnL.jpg
459516,item_weight,360.0 milligram,71s5Tk5r4tL.jpg
917343,item_weight,2.98 pound,61SsfLTCHcL.jpg
140266,voltage,230.0 volt,61Kzp6mUyDL.jpg
752266,wattage,30.0 watt,7122mFDMKdL.jpg
752266,wattage,30.0 watt,914b-Rbu8sL.jpg
254449,item_weight,36.0 gram,61QLqAtk49L.jpg
254449,item_weight,36.0 gram,71oR4f2O8TL.jpg
483370,item_weight,93.0 gram,91CFwJYqSIL.jpg
299791,item_weight,5.8 gram,61EtovzpV8L.jpg
767202,item_weight,2325.0 microgram,71DdZjdjY2L.jpg
179080,wattage,250.0 watt,81Lk7YnVq6L.jpg
881883,item_weight,3.0 pound,61kX5ScRxdL.jpg
844474,item_weight,15.17 ounce,512zELhKnmL.jpg
145452,item_weight,328.0 gram,51bvN6sQJZL.jpg
271537,voltage,5.0 volt,61BJZI+N6FL.jpg
271537,voltage,5.0 volt,71dQhAkuiXL.jpg
709627,item_weight,280.0 gram,71iCDzf3SVL.jpg
442321,item_weight,80.0 kilogram,71FSLU7TEyL.jpg
281678,item_volume,200.0 millilitre,71-q0hAgSSL.jpg
801829,maximum_weight_recommendation,250 pound,7127o10t9tL.jpg
810266,item_weight,2.0 pound,71jD7X6Eo5L.jpg
523149,item_weight,20.0 gram,51WKciNNXsL.jpg
709627,item_weight,30.0 kilogram,313aG8L3-rL.jpg
709627,item_weight,30.0 kilogram,31aalwb8cdL.jpg
983323,wattage,210.0 watt,71slQD6kfYL.jpg
318770,wattage,15.0 watt,51xVMJXeyUL.jpg
767202,item_weight,3.0 gram,61LThsu6KrL.jpg
299791,item_weight,39.0 gram,61KcdM-rxqL.jpg
558374,item_weight,1.16 kilogram,41ZqgLmAOpL.jpg
276700,item_weight,4.8 kilogram,814tdSHcsrL.jpg
752266,item_weight,380.0 gram,71q-GgOyiWL.jpg
794161,item_weight,0.28 ounce,718AbJ-lnUL.jpg
459516,item_weight,100 gram,81elFizoqgL.jpg
459516,item_weight,100 gram,71FcYrlHEEL.jpg
459516,item_weight,100 gram,71uyQ21zqVL.jpg
365637,item_weight,150 gram,71Iz6gGlhzL.jpg
365637,item_weight,150 gram,51NBIRi0OLL.jpg
308856,item_weight,10 kilogram,61JcUwBXP6L.jpg
308856,item_weight,10 kilogram,61pdB9fr-cL.jpg
993359,item_weight,200 gram,516rrBjrjnL.jpg
